market,sector,month,pe_n,pe_mean,pe_median,pb_n,pb_mean,pb_median,ps_n,ps_mean,ps_median
CN,CN_专用设备,2025-02,28,48.81,30.39,32,3.07,2.31,32,4.56,3.91
CN,CN_专用设备,2025-03,28,50.38,33.01,32,3.02,2.28,32,4.78,3.78
CN,CN_专用设备,2025-04,29,50.65,35.0,33,3.18,2.41,33,4.82,3.81
CN,CN_专用设备,2025-05,29,51.32,32.38,33,3.25,2.57,33,4.95,3.68
CN,CN_专用设备,2025-06,29,55.92,34.11,33,3.37,2.67,33,5.34,4.06
CN,CN_专用设备,2025-07,29,64.24,48.68,33,3.89,2.6,33,6.22,4.58
CN,CN_专用设备,2025-08,30,69.43,43.63,33,4.38,2.82,33,6.64,5.05
CN,CN_专用设备,2025-09,30,68.41,41.28,33,4.29,2.8,33,6.65,5.11
CN,CN_专用设备,2025-10,30,84.31,38.85,33,4.18,3.15,33,6.37,5.15
CN,CN_专用设备,2025-11,30,80.07,38.73,33,3.93,2.93,33,5.99,4.89
CN,CN_专用设备,2025-12,30,83.89,41.83,33,4.17,3.15,33,6.48,4.94
CN,CN_专用设备,2026-01,30,93.0,48.08,33,4.76,3.61,33,7.47,5.66
CN,CN_专用设备,2026-02,30,92.74,49.92,33,5.08,3.9,33,7.7,5.87
CN,CN_专用设备,2026-03,30,86.48,39.43,33,4.61,3.0,33,7.06,4.98
CN,CN_专用设备,2026-04,33,102.76,85.68,33,5.53,3.07,33,7.86,5.17
CN,CN_专用设备,2026-05,32,101.24,72.84,33,6.02,2.7,33,8.67,4.95
CN,CN_专用设备,2026-06,32,107.03,73.18,33,6.66,2.74,33,9.49,4.6
CN,CN_互联网电商,2018-01,8,60.64,56.15,8,4.82,4.03,8,9.89,3.73
CN,CN_互联网电商,2018-02,8,54.37,50.45,8,4.77,4.01,8,7.64,3.49
CN,CN_互联网电商,2018-03,8,57.29,54.24,8,5.05,4.26,8,8.05,3.78
CN,CN_互联网电商,2018-04,8,134.83,45.94,8,4.8,3.93,8,6.41,3.29
CN,CN_互联网电商,2018-05,8,134.89,46.78,8,4.87,4.04,8,6.57,3.25
CN,CN_互联网电商,2018-06,8,129.84,41.13,8,4.33,3.68,8,5.95,2.85
CN,CN_互联网电商,2018-07,8,135.43,36.77,8,3.87,3.52,8,5.53,2.65
CN,CN_互联网电商,2018-08,8,128.45,27.61,8,3.72,3.19,8,4.38,2.65
CN,CN_互联网电商,2018-09,7,53.55,26.07,8,3.49,2.98,8,4.35,2.56
CN,CN_互联网电商,2018-10,7,44.76,24.26,8,3.03,2.27,8,2.99,2.28
CN,CN_互联网电商,2018-11,7,44.28,25.88,8,3.13,2.39,8,3.05,2.36
CN,CN_互联网电商,2018-12,7,40.66,24.92,8,2.89,2.2,8,2.88,2.37
CN,CN_互联网电商,2019-01,7,36.72,30.62,8,2.86,2.17,8,2.99,2.48
CN,CN_互联网电商,2019-02,7,58.72,30.59,8,3.46,2.48,8,3.31,3.23
CN,CN_互联网电商,2019-03,7,70.14,31.72,8,3.88,2.74,8,3.76,3.5
CN,CN_互联网电商,2019-04,8,64.52,32.54,8,3.29,2.23,8,3.3,2.64
CN,CN_互联网电商,2019-05,8,66.2,31.59,8,3.16,2.0,8,3.18,2.86
CN,CN_互联网电商,2019-06,8,63.32,32.49,8,3.09,2.05,8,3.18,2.63
CN,CN_互联网电商,2019-07,8,61.48,31.0,8,2.59,2.04,8,3.05,2.52
CN,CN_互联网电商,2019-08,8,44.02,27.63,8,2.57,2.06,8,3.05,2.2
CN,CN_互联网电商,2019-09,9,43.91,26.83,9,2.78,2.1,9,3.28,2.87
CN,CN_互联网电商,2019-10,9,50.14,29.26,9,3.81,2.31,9,4.26,3.02
CN,CN_互联网电商,2019-11,9,48.92,27.82,9,3.7,2.58,9,4.12,2.95
CN,CN_互联网电商,2019-12,9,53.02,29.72,9,3.99,2.94,9,4.41,3.1
CN,CN_互联网电商,2020-01,9,53.68,35.45,9,4.25,2.95,9,4.64,2.84
CN,CN_互联网电商,2020-02,9,53.95,32.85,9,4.39,2.98,9,4.69,3.0
CN,CN_互联网电商,2020-03,8,45.49,26.56,9,4.03,2.53,9,4.47,3.1
CN,CN_互联网电商,2020-04,8,58.38,27.24,9,4.49,2.61,9,5.18,3.3
CN,CN_互联网电商,2020-05,7,68.21,38.16,9,5.27,2.55,9,6.02,3.22
CN,CN_互联网电商,2020-06,7,79.93,42.86,9,5.63,3.54,9,6.73,4.34
CN,CN_互联网电商,2020-07,7,120.18,71.88,9,6.52,5.17,9,7.13,5.19
CN,CN_互联网电商,2020-08,7,101.38,43.44,9,6.6,5.02,9,7.16,6.26
CN,CN_互联网电商,2020-09,7,41.52,36.19,10,5.38,4.04,10,6.51,4.89
CN,CN_互联网电商,2020-10,7,39.38,34.14,10,5.84,4.7,10,7.12,4.76
CN,CN_互联网电商,2020-11,6,37.7,37.19,10,4.99,4.55,10,6.16,4.6
CN,CN_互联网电商,2020-12,6,34.36,31.8,10,5.07,4.7,10,5.76,4.02
CN,CN_互联网电商,2021-01,6,31.78,26.72,10,4.74,4.15,10,5.67,3.97
CN,CN_互联网电商,2021-02,6,32.21,29.03,10,4.93,4.59,10,5.75,4.1
CN,CN_互联网电商,2021-03,6,29.93,29.51,10,4.48,4.43,10,6.27,4.26
CN,CN_互联网电商,2021-04,7,28.07,29.52,10,4.22,4.6,10,6.01,3.8
CN,CN_互联网电商,2021-05,8,34.58,33.79,11,5.19,4.86,11,6.86,4.63
CN,CN_互联网电商,2021-06,8,28.28,30.45,11,3.99,3.7,11,6.1,3.39
CN,CN_互联网电商,2021-07,8,24.33,26.15,11,4.48,3.18,11,8.05,2.91
CN,CN_互联网电商,2021-08,8,23.2,20.26,11,4.29,3.1,11,7.34,2.86
CN,CN_互联网电商,2021-09,8,22.79,19.04,11,2.7,2.53,11,6.5,2.71
CN,CN_互联网电商,2021-10,8,23.96,19.29,11,2.71,2.41,11,3.75,3.09
CN,CN_互联网电商,2021-11,7,26.2,22.01,11,2.83,2.78,11,3.73,3.34
CN,CN_互联网电商,2021-12,7,27.11,22.69,11,3.44,3.37,11,3.81,3.01
CN,CN_互联网电商,2022-01,7,24.43,21.61,11,3.17,2.95,11,3.65,2.62
CN,CN_互联网电商,2022-02,7,23.31,22.15,11,3.01,2.82,11,3.52,2.69
CN,CN_互联网电商,2022-03,8,23.63,22.78,12,3.03,2.82,12,3.63,3.02
CN,CN_互联网电商,2022-04,8,42.89,23.83,12,2.58,2.25,12,2.61,1.95
CN,CN_互联网电商,2022-05,9,43.61,26.36,12,2.75,2.55,12,2.87,2.2
CN,CN_互联网电商,2022-06,9,42.95,27.19,12,2.87,2.59,12,2.92,2.1
CN,CN_互联网电商,2022-07,9,42.12,25.46,12,2.79,2.41,12,2.96,2.04
CN,CN_互联网电商,2022-08,10,68.89,36.85,12,2.82,2.32,12,2.99,1.94
CN,CN_互联网电商,2022-09,8,56.39,27.01,12,2.58,2.06,12,2.62,1.74
CN,CN_互联网电商,2022-10,8,110.78,30.33,12,2.88,2.2,12,2.92,1.99
CN,CN_互联网电商,2022-11,8,106.31,31.2,12,2.85,2.24,12,2.84,1.89
CN,CN_互联网电商,2022-12,8,97.0,35.11,12,3.01,2.42,12,2.83,2.04
CN,CN_互联网电商,2023-01,8,94.47,34.66,12,3.74,2.52,12,2.82,2.02
CN,CN_互联网电商,2023-02,8,98.93,36.4,12,3.79,2.65,12,2.94,2.11
CN,CN_互联网电商,2023-03,8,101.38,38.81,12,4.09,3.14,12,3.27,2.43
CN,CN_互联网电商,2023-04,9,106.22,41.95,12,3.9,3.14,12,3.34,2.22
CN,CN_互联网电商,2023-05,9,115.71,52.95,12,4.12,3.04,12,3.46,2.72
CN,CN_互联网电商,2023-06,9,108.74,54.35,12,4.7,3.04,12,3.33,2.5
CN,CN_互联网电商,2023-07,9,109.18,51.15,12,4.57,2.93,12,3.2,2.48
CN,CN_互联网电商,2023-08,9,122.56,44.51,12,4.36,2.78,12,3.11,2.38
CN,CN_互联网电商,2023-09,8,81.01,40.37,12,4.82,2.73,12,3.07,2.39
CN,CN_互联网电商,2023-10,9,116.61,49.89,12,2.96,2.69,12,3.07,2.5
CN,CN_互联网电商,2023-11,8,82.71,47.74,12,3.1,2.74,12,3.22,2.67
CN,CN_互联网电商,2023-12,8,77.41,43.99,12,2.95,2.6,12,3.14,2.42
CN,CN_互联网电商,2024-01,8,59.25,33.68,12,2.26,2.06,12,2.36,1.88
CN,CN_互联网电商,2024-02,8,58.59,34.6,12,2.37,1.99,12,2.51,1.8
CN,CN_互联网电商,2024-03,8,62.19,34.92,12,2.42,2.06,12,2.58,1.93
CN,CN_互联网电商,2024-04,9,51.97,35.36,12,2.31,1.95,12,2.87,1.89
CN,CN_互联网电商,2024-05,8,55.47,38.47,12,2.25,1.98,12,2.76,1.97
CN,CN_互联网电商,2024-06,8,49.27,33.74,12,1.89,1.71,12,2.36,1.75
CN,CN_互联网电商,2024-07,8,50.26,35.68,12,1.89,1.82,12,2.39,1.87
CN,CN_互联网电商,2024-08,8,36.04,31.29,12,1.91,1.83,12,2.65,1.76
CN,CN_互联网电商,2024-09,8,45.02,37.14,12,2.5,2.3,12,3.46,2.14
CN,CN_互联网电商,2024-10,8,49.65,35.09,12,2.59,2.41,12,3.76,2.06
CN,CN_互联网电商,2024-11,8,64.75,48.38,12,3.42,2.95,12,4.49,3.0
CN,CN_互联网电商,2024-12,8,67.95,58.43,12,4.68,3.29,12,4.38,3.13
CN,CN_互联网电商,2025-01,8,73.51,61.73,12,4.83,3.29,12,4.63,3.32
CN,CN_互联网电商,2025-02,8,66.3,55.62,12,4.6,3.02,12,4.14,3.25
CN,CN_互联网电商,2025-03,9,62.73,46.36,12,4.51,2.7,12,4.0,3.6
CN,CN_互联网电商,2025-04,9,73.14,61.4,12,4.61,2.74,12,3.8,3.46
CN,CN_互联网电商,2025-05,8,68.46,58.02,12,5.31,2.96,12,4.13,3.32
CN,CN_互联网电商,2025-06,8,76.09,65.06,12,5.98,3.29,12,4.52,3.6
CN,CN_互联网电商,2025-07,8,74.5,63.59,12,5.8,3.36,12,4.61,3.41
CN,CN_互联网电商,2025-08,8,79.13,75.45,12,6.4,3.51,12,4.79,3.95
CN,CN_互联网电商,2025-09,8,80.05,75.76,12,6.69,3.42,12,4.73,4.02
CN,CN_互联网电商,2025-10,8,113.15,87.4,12,6.59,3.8,12,5.0,3.81
CN,CN_互联网电商,2025-11,8,119.32,83.93,12,6.41,4.07,12,5.16,3.58
CN,CN_互联网电商,2025-12,8,108.19,77.68,12,6.6,3.57,12,4.83,3.38
CN,CN_互联网电商,2026-01,8,127.07,101.93,12,7.09,4.32,12,5.67,3.48
CN,CN_互联网电商,2026-02,8,121.2,95.82,12,6.82,3.9,12,5.37,3.06
CN,CN_互联网电商,2026-03,8,107.53,63.28,12,6.09,3.12,12,4.92,2.65
CN,CN_互联网电商,2026-04,9,111.29,40.32,12,6.39,3.64,12,6.21,2.82
CN,CN_互联网电商,2026-05,8,98.1,35.04,12,6.73,3.6,12,6.67,3.0
CN,CN_互联网电商,2026-06,8,88.14,36.73,12,6.1,3.34,12,6.56,2.6
CN,CN_元件,2018-01,17,45.02,36.07,19,3.94,3.93,19,4.51,3.54
CN,CN_元件,2018-02,19,47.32,39.05,20,4.22,4.16,20,4.44,3.45
CN,CN_元件,2018-03,18,50.56,42.13,20,4.47,4.42,20,4.64,3.83
CN,CN_元件,2018-04,18,48.39,38.89,20,3.98,3.53,20,4.33,3.49
CN,CN_元件,2018-05,18,42.82,36.83,20,3.64,3.33,20,3.92,3.37
CN,CN_元件,2018-06,18,41.7,36.84,20,3.54,3.27,20,3.88,3.04
CN,CN_元件,2018-07,18,43.07,37.61,20,3.67,3.61,20,3.95,3.15
CN,CN_元件,2018-08,18,37.51,35.5,20,3.54,3.45,20,3.59,3.02
CN,CN_元件,2018-09,18,35.32,31.12,20,3.33,3.26,20,3.36,2.95
CN,CN_元件,2018-10,18,48.66,24.41,20,3.03,3.09,20,3.12,2.58
CN,CN_元件,2018-11,18,52.6,24.28,20,3.08,3.12,20,3.12,2.43
CN,CN_元件,2018-12,18,49.87,23.55,20,3.12,3.14,20,3.19,2.53
CN,CN_元件,2019-01,18,48.88,25.01,20,3.15,3.03,20,3.21,2.67
CN,CN_元件,2019-02,18,59.02,30.82,20,3.91,3.74,20,3.93,3.0
CN,CN_元件,2019-03,17,33.51,32.09,20,4.31,3.9,20,4.38,3.24
CN,CN_元件,2019-04,18,40.98,31.05,20,3.99,3.74,20,4.1,2.92
CN,CN_元件,2019-05,17,33.16,25.66,20,3.89,3.71,20,4.21,2.73
CN,CN_元件,2019-06,17,39.78,31.58,20,4.26,3.69,20,4.41,2.74
CN,CN_元件,2019-07,17,40.6,36.98,20,4.45,4.1,20,4.52,3.27
CN,CN_元件,2019-08,17,46.73,37.58,20,4.79,4.05,20,4.73,3.8
CN,CN_元件,2019-09,17,48.48,37.28,20,4.8,4.14,20,4.98,3.99
CN,CN_元件,2019-10,17,47.04,33.1,20,4.67,3.99,20,4.67,3.69
CN,CN_元件,2019-11,16,33.8,32.42,20,4.44,3.85,20,4.38,3.8
CN,CN_元件,2019-12,16,36.54,36.86,20,4.63,4.27,20,4.76,3.84
CN,CN_元件,2020-01,16,41.18,40.05,20,5.26,5.2,20,5.3,4.58
CN,CN_元件,2020-02,17,54.04,44.74,20,5.77,5.26,20,5.69,5.24
CN,CN_元件,2020-03,18,50.02,37.06,20,4.74,3.95,20,4.62,4.24
CN,CN_元件,2020-04,19,68.07,43.88,20,5.39,4.77,20,5.2,4.87
CN,CN_元件,2020-05,18,53.97,40.72,20,5.15,4.44,20,5.1,4.54
CN,CN_元件,2020-06,18,60.63,46.13,20,5.43,5.01,20,5.8,5.02
CN,CN_元件,2020-07,19,57.77,49.18,21,5.92,5.29,21,6.11,5.16
CN,CN_元件,2020-08,21,64.77,47.9,22,6.14,5.38,22,5.62,4.88
CN,CN_元件,2020-09,21,57.04,42.91,22,4.49,4.54,22,5.15,4.36
CN,CN_元件,2020-10,21,55.58,42.89,22,4.51,4.48,22,5.01,4.05
CN,CN_元件,2020-11,20,54.78,42.11,22,4.73,4.79,22,5.23,4.41
CN,CN_元件,2020-12,20,53.69,40.48,22,4.76,4.34,22,5.28,4.27
CN,CN_元件,2021-01,21,52.76,38.03,23,4.86,4.45,23,6.02,3.86
CN,CN_元件,2021-02,22,51.99,39.3,24,4.93,4.62,24,5.72,4.26
CN,CN_元件,2021-03,22,56.44,39.57,24,4.46,4.32,24,5.54,3.63
CN,CN_元件,2021-04,23,47.09,31.68,24,4.41,3.97,24,4.76,3.28
CN,CN_元件,2021-05,24,47.2,33.28,25,4.45,4.16,25,4.76,3.59
CN,CN_元件,2021-06,24,51.81,38.05,25,5.02,4.19,25,5.39,3.86
CN,CN_元件,2021-07,24,57.25,41.12,25,5.55,4.7,25,6.02,4.39
CN,CN_元件,2021-08,26,57.63,38.14,27,5.36,4.48,27,5.25,3.87
CN,CN_元件,2021-09,26,53.64,36.38,27,5.13,3.69,27,5.05,3.72
CN,CN_元件,2021-10,26,46.36,33.93,27,5.06,3.91,27,4.84,3.27
CN,CN_元件,2021-11,26,53.53,37.6,27,5.91,4.34,27,5.64,3.93
CN,CN_元件,2021-12,26,52.47,38.43,27,5.47,4.16,27,5.47,4.25
CN,CN_元件,2022-01,26,50.63,33.03,26,4.15,3.51,27,4.8,3.78
CN,CN_元件,2022-02,26,49.92,33.31,26,4.2,3.7,27,4.83,3.94
CN,CN_元件,2022-03,26,43.25,27.37,26,3.45,3.11,27,4.05,3.34
CN,CN_元件,2022-04,26,28.14,26.97,26,2.89,2.61,27,3.24,2.69
CN,CN_元件,2022-05,26,30.84,28.12,26,3.19,2.73,27,3.58,2.83
CN,CN_元件,2022-06,26,33.5,29.69,26,3.48,2.88,27,3.87,3.2
CN,CN_元件,2022-07,26,34.68,27.14,26,3.52,2.98,27,3.89,3.06
CN,CN_元件,2022-08,26,43.03,27.35,26,3.24,2.93,27,3.59,2.98
CN,CN_元件,2022-09,25,34.95,23.9,26,2.7,2.35,27,3.16,2.58
CN,CN_元件,2022-10,25,56.79,32.91,26,2.91,2.55,27,3.52,2.66
CN,CN_元件,2022-11,24,50.16,31.87,26,3.0,2.71,27,3.66,2.93
CN,CN_元件,2022-12,24,48.44,31.15,26,2.87,2.54,27,3.53,2.72
CN,CN_元件,2023-01,24,53.27,35.16,27,3.14,2.8,27,3.95,3.09
CN,CN_元件,2023-02,24,60.45,33.82,27,3.22,2.99,27,4.04,3.18
CN,CN_元件,2023-03,24,71.51,35.57,27,3.35,3.11,27,4.26,3.38
CN,CN_元件,2023-04,24,66.81,35.52,27,3.08,2.86,27,4.02,3.29
CN,CN_元件,2023-05,22,47.63,41.74,27,3.27,3.22,27,4.29,3.43
CN,CN_元件,2023-06,22,49.16,42.68,27,3.37,3.2,27,4.45,3.31
CN,CN_元件,2023-07,22,47.57,40.41,27,3.32,3.11,27,4.37,3.42
CN,CN_元件,2023-08,22,68.53,51.06,27,3.19,2.94,27,4.27,3.46
CN,CN_元件,2023-09,22,69.41,50.14,27,3.17,2.79,27,4.27,3.09
CN,CN_元件,2023-10,23,67.75,42.12,27,3.21,3.03,27,4.37,3.47
CN,CN_元件,2023-11,23,69.14,40.02,27,3.26,2.96,27,4.42,3.34
CN,CN_元件,2023-12,23,67.09,40.2,27,3.21,2.99,27,4.36,3.18
CN,CN_元件,2024-01,23,49.05,31.19,27,2.41,2.13,27,3.25,2.54
CN,CN_元件,2024-02,23,55.29,34.71,27,2.77,2.56,27,3.71,2.83
CN,CN_元件,2024-03,22,54.8,34.45,27,2.91,2.73,27,3.87,3.02
CN,CN_元件,2024-04,23,76.46,35.07,28,3.05,2.63,28,3.83,3.12
CN,CN_元件,2024-05,22,75.6,34.33,28,3.02,2.83,28,3.8,3.19
CN,CN_元件,2024-06,22,84.21,38.02,28,3.29,3.09,28,4.18,3.36
CN,CN_元件,2024-07,22,80.55,36.59,28,3.2,3.09,28,4.06,3.82
CN,CN_元件,2024-08,23,66.43,32.09,28,3.02,2.9,28,3.66,3.23
CN,CN_元件,2024-09,23,80.76,37.91,28,3.45,3.29,28,4.3,3.68
CN,CN_元件,2024-10,25,97.24,54.95,28,4.01,3.57,28,4.62,4.02
CN,CN_元件,2024-11,24,94.49,47.69,28,3.88,3.54,28,4.5,3.68
CN,CN_元件,2024-12,24,94.89,46.7,28,3.89,3.52,28,4.46,3.71
CN,CN_元件,2025-01,24,98.38,51.42,28,4.05,3.57,28,4.56,4.44
CN,CN_元件,2025-02,24,101.59,51.42,28,4.05,3.73,28,4.51,4.0
CN,CN_元件,2025-03,23,85.62,50.8,28,3.89,3.6,28,4.43,3.99
CN,CN_元件,2025-04,23,70.03,35.26,28,3.56,3.3,28,3.79,3.57
CN,CN_元件,2025-05,23,73.4,39.99,28,3.82,3.3,28,3.98,3.5
CN,CN_元件,2025-06,23,86.2,55.25,28,4.63,3.93,28,4.79,4.05
CN,CN_元件,2025-07,23,94.65,85.56,28,5.28,4.3,28,5.36,4.89
CN,CN_元件,2025-08,23,124.8,81.24,28,6.52,4.92,28,6.1,5.49
CN,CN_元件,2025-09,23,131.16,85.2,28,6.3,4.66,28,6.28,5.41
CN,CN_元件,2025-10,24,116.44,71.11,28,6.55,4.73,28,6.04,5.22
CN,CN_元件,2025-11,23,103.13,63.33,28,6.32,4.39,28,5.83,4.86
CN,CN_元件,2025-12,23,108.71,63.17,28,6.43,4.23,28,6.09,5.12
CN,CN_元件,2026-01,23,109.55,63.4,28,6.57,5.4,28,6.28,5.27
CN,CN_元件,2026-02,23,128.89,72.99,28,7.46,6.44,28,7.2,6.36
CN,CN_元件,2026-03,24,111.89,52.45,28,6.37,5.63,28,6.49,5.24
CN,CN_元件,2026-04,25,127.89,68.21,28,8.65,8.7,28,7.81,6.52
CN,CN_元件,2026-05,25,174.31,86.95,28,11.55,10.66,28,10.62,9.02
CN,CN_元件,2026-06,25,211.81,125.4,28,13.76,13.2,28,12.63,11.28
CN,CN_光学光电子,2018-01,15,46.65,46.69,18,9.4,3.09,18,4.28,3.14
CN,CN_光学光电子,2018-02,15,43.52,37.04,18,9.36,2.93,18,4.14,2.8
CN,CN_光学光电子,2018-03,16,99.54,41.08,18,7.35,3.23,18,4.08,2.6
CN,CN_光学光电子,2018-04,18,97.77,41.6,19,7.06,3.63,19,4.1,2.87
CN,CN_光学光电子,2018-05,17,72.02,41.64,19,6.45,3.35,19,3.92,2.67
CN,CN_光学光电子,2018-06,18,116.16,37.93,19,6.07,2.7,19,3.48,2.16
CN,CN_光学光电子,2018-07,18,118.16,37.81,19,5.34,2.5,19,3.44,2.05
CN,CN_光学光电子,2018-08,18,107.31,33.02,19,4.88,2.82,19,3.09,2.36
CN,CN_光学光电子,2018-09,16,34.89,29.91,19,4.69,2.52,19,2.98,2.11
CN,CN_光学光电子,2018-10,16,35.23,23.61,19,4.48,2.13,19,2.59,1.86
CN,CN_光学光电子,2018-11,16,37.04,24.66,19,4.71,2.05,19,2.74,1.78
CN,CN_光学光电子,2018-12,16,34.95,23.1,19,4.32,1.94,19,2.5,1.69
CN,CN_光学光电子,2019-01,16,33.6,24.43,19,11.98,1.7,19,2.42,1.5
CN,CN_光学光电子,2019-02,16,51.29,34.51,19,15.93,2.28,19,3.2,2.09
CN,CN_光学光电子,2019-03,17,54.83,38.86,20,15.41,2.84,20,3.64,2.56
CN,CN_光学光电子,2019-04,17,56.74,39.14,20,21.69,2.65,20,3.74,2.72
CN,CN_光学光电子,2019-05,16,96.89,35.72,21,17.03,2.57,21,3.46,2.25
CN,CN_光学光电子,2019-06,16,94.56,33.98,21,17.19,2.42,21,3.34,2.19
CN,CN_光学光电子,2019-07,16,93.82,35.99,21,50.31,2.92,21,3.39,2.57
CN,CN_光学光电子,2019-08,16,99.35,35.51,21,50.27,2.62,21,4.61,2.62
CN,CN_光学光电子,2019-09,15,43.31,39.76,21,5.27,2.66,21,4.86,2.54
CN,CN_光学光电子,2019-10,17,82.93,43.25,21,5.12,2.59,21,4.73,2.96
CN,CN_光学光电子,2019-11,17,82.93,42.28,21,4.98,2.68,21,4.66,3.03
CN,CN_光学光电子,2019-12,17,91.09,45.5,21,5.39,2.98,21,5.03,3.55
CN,CN_光学光电子,2020-01,17,92.19,50.56,20,3.5,2.75,21,5.08,3.41
CN,CN_光学光电子,2020-02,17,86.97,45.77,20,3.56,2.97,21,5.23,3.17
CN,CN_光学光电子,2020-03,17,76.17,49.15,20,2.97,2.59,21,4.21,2.61
CN,CN_光学光电子,2020-04,17,132.79,46.68,20,3.06,2.43,21,4.1,2.91
CN,CN_光学光电子,2020-05,17,136.24,45.9,20,3.13,2.41,21,4.15,2.64
CN,CN_光学光电子,2020-06,16,96.39,53.08,20,3.33,2.6,21,4.9,3.04
CN,CN_光学光电子,2020-07,16,103.99,50.94,20,3.6,2.92,21,5.61,3.37
CN,CN_光学光电子,2020-08,17,115.64,59.53,20,3.64,3.12,21,5.82,3.64
CN,CN_光学光电子,2020-09,20,99.66,53.86,23,3.47,3.11,24,6.57,3.48
CN,CN_光学光电子,2020-10,20,89.92,57.74,23,3.29,3.07,24,6.36,3.29
CN,CN_光学光电子,2020-11,21,82.76,57.93,24,4.07,3.13,25,6.97,3.66
CN,CN_光学光电子,2020-12,21,80.02,51.68,25,3.98,3.02,25,7.17,3.69
CN,CN_光学光电子,2021-01,21,72.99,54.43,25,3.82,2.94,25,6.84,3.53
CN,CN_光学光电子,2021-02,21,77.29,52.33,25,3.9,3.08,25,6.83,3.8
CN,CN_光学光电子,2021-03,23,71.72,45.66,26,3.78,2.88,26,6.66,3.81
CN,CN_光学光电子,2021-04,26,51.71,45.64,26,3.82,2.85,26,6.72,3.36
CN,CN_光学光电子,2021-05,25,54.09,45.85,26,3.9,3.28,26,6.96,3.43
CN,CN_光学光电子,2021-06,25,57.87,44.19,26,4.1,2.9,26,7.64,3.75
CN,CN_光学光电子,2021-07,25,63.77,48.86,26,4.17,3.14,26,7.56,3.62
CN,CN_光学光电子,2021-08,25,66.49,40.6,26,4.2,3.05,26,7.17,3.25
CN,CN_光学光电子,2021-09,25,62.47,37.2,26,3.85,2.58,26,6.74,3.18
CN,CN_光学光电子,2021-10,25,65.33,38.59,26,3.7,2.45,26,6.32,2.99
CN,CN_光学光电子,2021-11,24,85.45,44.59,26,4.19,3.04,26,7.33,3.23
CN,CN_光学光电子,2021-12,24,85.41,46.21,26,4.31,3.09,26,7.25,3.18
CN,CN_光学光电子,2022-01,24,77.91,42.01,26,4.2,2.72,26,4.9,3.25
CN,CN_光学光电子,2022-02,23,76.33,45.07,26,4.33,2.97,26,4.81,3.32
CN,CN_光学光电子,2022-03,24,67.12,40.36,27,3.72,2.6,27,4.11,2.53
CN,CN_光学光电子,2022-04,25,63.12,38.42,27,3.11,2.03,27,3.01,1.95
CN,CN_光学光电子,2022-05,23,57.27,44.16,28,3.77,2.23,28,3.81,2.3
CN,CN_光学光电子,2022-06,23,63.91,39.61,28,3.94,2.43,28,4.14,2.62
CN,CN_光学光电子,2022-07,23,62.65,36.02,28,3.82,2.83,28,4.15,2.58
CN,CN_光学光电子,2022-08,23,63.06,44.13,28,3.87,2.75,28,4.05,2.79
CN,CN_光学光电子,2022-09,22,54.67,34.76,28,3.32,2.25,28,3.49,2.39
CN,CN_光学光电子,2022-10,23,62.7,44.69,28,3.57,2.46,28,3.7,2.42
CN,CN_光学光电子,2022-11,22,67.05,46.86,28,3.78,2.86,28,3.96,2.47
CN,CN_光学光电子,2022-12,22,63.54,47.21,28,3.58,2.81,28,3.79,2.47
CN,CN_光学光电子,2023-01,22,71.26,51.38,28,3.91,2.77,28,4.32,2.91
CN,CN_光学光电子,2023-02,22,72.51,49.69,28,4.05,2.99,28,4.36,3.0
CN,CN_光学光电子,2023-03,22,95.56,58.61,28,4.16,2.98,28,4.69,3.1
CN,CN_光学光电子,2023-04,22,91.74,68.29,28,3.9,2.84,28,4.58,2.93
CN,CN_光学光电子,2023-05,17,80.23,57.5,28,4.06,3.0,28,5.02,3.23
CN,CN_光学光电子,2023-06,18,80.72,55.33,29,3.98,2.98,29,5.59,3.19
CN,CN_光学光电子,2023-07,18,76.76,53.46,29,3.79,3.06,29,4.9,2.96
CN,CN_光学光电子,2023-08,20,94.38,83.11,29,3.81,2.83,29,4.9,3.65
CN,CN_光学光电子,2023-09,19,90.4,81.35,29,3.9,2.92,29,5.09,3.75
CN,CN_光学光电子,2023-10,20,79.19,60.89,29,3.91,2.96,29,4.73,3.7
CN,CN_光学光电子,2023-11,19,82.13,66.93,29,4.18,3.17,29,5.14,4.06
CN,CN_光学光电子,2023-12,19,87.32,71.19,29,4.38,3.18,29,5.41,3.89
CN,CN_光学光电子,2024-01,19,70.57,47.77,29,3.48,2.39,29,3.88,2.53
CN,CN_光学光电子,2024-02,19,71.44,53.04,29,3.71,2.79,29,4.23,2.79
CN,CN_光学光电子,2024-03,19,76.16,53.06,29,3.9,2.85,29,4.43,3.06
CN,CN_光学光电子,2024-04,22,100.01,55.16,29,3.61,2.52,29,3.83,2.59
CN,CN_光学光电子,2024-05,22,96.69,52.25,29,3.46,2.32,29,3.71,2.51
CN,CN_光学光电子,2024-06,22,89.51,49.35,29,3.21,2.51,29,3.53,2.32
CN,CN_光学光电子,2024-07,22,90.09,49.52,29,3.15,2.36,29,3.44,2.26
CN,CN_光学光电子,2024-08,22,87.91,56.81,29,3.14,2.08,29,3.22,2.37
CN,CN_光学光电子,2024-09,18,74.03,47.76,29,3.96,2.49,29,3.88,2.73
CN,CN_光学光电子,2024-10,21,99.99,70.22,29,4.51,3.03,29,4.38,2.89
