market,sector,month,pe_n,pe_mean,pe_median,pb_n,pb_mean,pb_median,ps_n,ps_mean,ps_median
CN,CN_通信设备,2024-12,26,78.23,44.46,32,5.9,3.87,32,6.03,5.25
CN,CN_通信设备,2025-01,26,80.74,44.96,32,6.06,3.82,32,6.21,5.32
CN,CN_通信设备,2025-02,26,64.54,41.2,32,6.28,3.83,32,5.85,5.09
CN,CN_通信设备,2025-03,27,63.93,43.03,32,7.05,3.49,32,5.51,4.97
CN,CN_通信设备,2025-04,27,51.43,41.37,32,6.7,3.44,32,4.9,4.18
CN,CN_通信设备,2025-05,27,54.9,41.78,32,7.38,3.83,32,5.27,4.47
CN,CN_通信设备,2025-06,27,67.48,54.18,32,10.33,4.68,32,6.57,6.34
CN,CN_通信设备,2025-07,27,73.8,64.68,32,10.93,4.82,32,7.5,6.39
CN,CN_通信设备,2025-08,29,134.2,97.16,32,14.84,6.51,32,10.06,7.21
CN,CN_通信设备,2025-09,29,130.43,81.52,32,17.6,6.26,32,9.48,6.81
CN,CN_通信设备,2025-10,29,116.77,70.14,32,17.57,5.64,32,8.48,6.23
CN,CN_通信设备,2025-11,27,108.73,67.03,32,17.87,5.88,32,9.02,6.34
CN,CN_通信设备,2025-12,27,120.22,82.76,32,10.6,6.67,32,10.15,6.9
CN,CN_通信设备,2026-01,27,127.14,84.33,32,11.19,5.8,32,10.94,7.57
CN,CN_通信设备,2026-02,27,136.29,85.66,32,11.89,6.14,32,11.61,7.44
CN,CN_通信设备,2026-03,27,126.55,74.22,32,10.75,5.93,32,10.82,6.41
CN,CN_通信设备,2026-04,26,158.25,107.06,32,13.46,8.29,32,12.38,7.83
CN,CN_通信设备,2026-05,25,154.08,101.1,32,15.43,9.68,32,14.28,7.51
CN,CN_通信设备,2026-06,25,176.79,138.21,32,17.85,10.91,32,16.72,8.43
CN,CN_通用设备,2018-01,8,46.1,28.4,10,3.4,1.99,10,3.94,2.05
CN,CN_通用设备,2018-02,8,42.11,25.72,10,3.11,1.79,10,3.46,1.89
CN,CN_通用设备,2018-03,8,68.08,24.85,10,3.3,1.77,10,3.53,2.06
CN,CN_通用设备,2018-04,9,78.51,23.71,10,3.04,1.59,10,3.23,1.72
CN,CN_通用设备,2018-05,9,71.01,23.15,10,2.73,1.59,10,2.91,1.57
CN,CN_通用设备,2018-06,9,60.86,21.63,10,2.32,1.38,10,2.42,1.39
CN,CN_通用设备,2018-07,9,64.8,20.86,10,2.41,1.35,10,2.58,1.41
CN,CN_通用设备,2018-08,9,62.84,18.64,10,2.25,1.24,10,2.2,1.24
CN,CN_通用设备,2018-09,9,66.32,18.64,10,2.3,1.31,10,2.25,1.26
CN,CN_通用设备,2018-10,9,53.86,15.48,10,2.16,1.2,10,1.96,1.09
CN,CN_通用设备,2018-11,7,18.47,14.63,10,2.26,1.32,10,2.05,1.18
CN,CN_通用设备,2018-12,7,17.01,14.17,10,2.14,1.21,10,1.97,1.14
CN,CN_通用设备,2019-01,7,18.55,13.73,10,8.85,1.3,10,2.13,1.13
CN,CN_通用设备,2019-02,8,29.2,18.18,10,11.14,1.54,10,2.59,1.38
CN,CN_通用设备,2019-03,8,31.76,21.72,10,11.24,1.99,10,2.73,1.68
CN,CN_通用设备,2019-04,8,24.37,18.45,9,2.33,1.96,10,2.72,1.59
CN,CN_通用设备,2019-05,7,24.5,18.57,9,2.11,1.73,10,2.49,1.58
CN,CN_通用设备,2019-06,7,25.43,18.42,9,2.15,1.71,10,2.54,1.5
CN,CN_通用设备,2019-07,7,22.46,17.48,9,2.1,1.67,10,2.46,1.38
CN,CN_通用设备,2019-08,7,23.24,16.44,9,2.22,1.52,10,2.83,1.3
CN,CN_通用设备,2019-09,7,31.71,15.47,9,2.7,1.45,10,3.86,1.54
CN,CN_通用设备,2019-10,7,31.91,20.45,9,2.6,1.5,10,3.67,1.54
CN,CN_通用设备,2019-11,7,36.17,20.32,9,2.96,1.42,10,4.34,1.49
CN,CN_通用设备,2019-12,7,36.67,20.71,10,4.05,1.47,10,4.66,1.58
CN,CN_通用设备,2020-01,7,33.46,19.34,10,3.8,1.43,10,4.27,1.51
CN,CN_通用设备,2020-02,7,30.5,20.23,10,3.32,1.36,10,3.74,1.53
CN,CN_通用设备,2020-03,6,30.6,20.08,10,3.25,1.36,10,3.38,1.47
CN,CN_通用设备,2020-04,6,44.0,36.85,10,3.01,1.39,10,3.99,1.5
CN,CN_通用设备,2020-05,5,45.04,40.87,10,2.89,1.56,10,3.83,1.47
CN,CN_通用设备,2020-06,5,46.26,41.42,10,3.08,1.57,10,3.88,1.5
CN,CN_通用设备,2020-07,5,54.64,48.26,10,3.58,2.14,10,4.52,2.34
CN,CN_通用设备,2020-08,5,138.39,46.23,10,3.79,2.19,10,4.49,2.4
CN,CN_通用设备,2020-09,5,122.79,42.45,10,3.96,1.92,10,4.17,2.22
CN,CN_通用设备,2020-10,5,134.26,26.57,10,3.85,2.07,10,3.88,2.18
CN,CN_通用设备,2020-11,5,136.7,33.03,10,4.37,2.25,10,4.34,2.22
CN,CN_通用设备,2020-12,5,132.03,33.61,10,3.91,2.1,10,4.08,2.45
CN,CN_通用设备,2021-01,5,118.27,32.78,10,3.36,1.9,10,3.63,1.8
CN,CN_通用设备,2021-02,6,98.54,24.75,10,3.59,1.99,10,3.66,1.92
CN,CN_通用设备,2021-03,7,86.52,24.97,10,4.51,1.95,10,3.84,2.04
CN,CN_通用设备,2021-04,9,89.09,23.98,10,4.5,2.37,10,3.74,2.04
CN,CN_通用设备,2021-05,9,92.38,22.83,10,4.85,2.35,10,3.97,2.16
CN,CN_通用设备,2021-06,9,98.86,27.12,10,5.99,2.12,10,4.41,2.12
CN,CN_通用设备,2021-07,9,91.29,29.13,10,5.79,2.15,10,4.04,2.0
CN,CN_通用设备,2021-08,9,99.5,33.93,10,7.57,2.55,10,4.46,2.1
CN,CN_通用设备,2021-09,8,89.32,31.48,10,12.8,2.6,10,4.59,2.01
CN,CN_通用设备,2021-10,8,96.37,32.49,10,12.27,2.42,10,4.28,1.9
CN,CN_通用设备,2021-11,7,107.45,34.76,10,13.29,3.27,10,4.83,2.63
CN,CN_通用设备,2021-12,7,106.85,31.49,10,13.88,2.72,10,5.17,2.42
CN,CN_通用设备,2022-01,7,104.51,27.84,9,2.82,2.43,10,4.78,2.23
CN,CN_通用设备,2022-02,7,108.75,31.77,9,3.01,2.29,10,5.32,2.09
CN,CN_通用设备,2022-03,7,117.11,25.56,9,2.63,1.88,10,4.72,1.81
CN,CN_通用设备,2022-04,7,110.16,22.39,9,2.22,1.45,10,4.03,1.37
CN,CN_通用设备,2022-05,7,122.51,23.88,9,3.05,1.53,10,6.57,1.56
CN,CN_通用设备,2022-06,7,129.36,26.08,9,2.82,1.68,10,5.48,1.69
CN,CN_通用设备,2022-07,7,162.79,26.56,9,3.46,1.95,10,6.95,2.13
CN,CN_通用设备,2022-08,7,126.09,27.19,9,3.49,2.0,10,7.11,2.12
CN,CN_通用设备,2022-09,7,157.66,23.2,9,2.68,1.67,10,6.6,1.89
CN,CN_通用设备,2022-10,7,152.66,34.95,9,3.07,1.76,10,7.14,2.0
CN,CN_通用设备,2022-11,7,162.83,38.29,9,3.09,1.81,10,7.12,2.0
CN,CN_通用设备,2022-12,7,154.5,36.1,9,2.8,1.7,10,6.42,1.86
CN,CN_通用设备,2023-01,7,165.07,38.85,10,3.99,2.13,10,6.82,2.07
CN,CN_通用设备,2023-02,7,164.41,40.8,10,3.96,2.23,10,6.69,2.03
CN,CN_通用设备,2023-03,7,37.64,24.08,10,4.02,2.21,10,5.82,2.04
CN,CN_通用设备,2023-04,8,52.38,25.92,10,4.04,2.39,10,4.84,2.06
CN,CN_通用设备,2023-05,8,52.69,25.85,10,4.24,2.41,10,4.91,2.25
CN,CN_通用设备,2023-06,8,55.69,27.82,10,4.59,2.58,10,5.38,2.62
CN,CN_通用设备,2023-07,8,56.25,29.48,10,4.51,2.63,10,5.23,2.66
CN,CN_通用设备,2023-08,8,45.31,35.79,10,4.25,2.48,10,4.95,2.34
CN,CN_通用设备,2023-09,8,44.88,36.12,10,4.16,2.43,10,4.84,2.25
CN,CN_通用设备,2023-10,8,41.61,44.69,10,4.03,2.03,10,4.45,1.87
CN,CN_通用设备,2023-11,9,46.28,48.3,11,4.68,2.43,11,5.1,2.08
CN,CN_通用设备,2023-12,9,44.84,46.14,11,4.6,2.27,11,5.07,2.02
CN,CN_通用设备,2024-01,10,35.77,35.59,12,3.65,2.06,12,3.85,1.78
CN,CN_通用设备,2024-02,10,38.53,38.22,12,3.93,2.34,12,4.23,1.74
CN,CN_通用设备,2024-03,10,44.38,39.4,12,4.05,2.57,12,4.42,1.73
CN,CN_通用设备,2024-04,11,127.0,42.87,12,3.84,2.44,12,4.07,1.91
CN,CN_通用设备,2024-05,11,123.41,42.9,12,3.7,2.43,12,3.9,1.87
CN,CN_通用设备,2024-06,11,109.86,37.81,12,3.27,2.19,12,3.43,1.71
CN,CN_通用设备,2024-07,11,118.15,45.42,12,3.8,2.49,12,3.89,1.95
CN,CN_通用设备,2024-08,11,100.18,44.44,12,3.56,2.25,12,3.65,1.73
CN,CN_通用设备,2024-09,11,175.99,49.07,12,5.05,2.74,12,5.26,2.09
CN,CN_通用设备,2024-10,11,162.59,48.28,12,6.52,2.78,12,6.77,2.69
CN,CN_通用设备,2024-11,10,80.7,45.5,12,5.51,2.99,12,5.65,2.64
CN,CN_通用设备,2024-12,10,77.98,44.4,12,5.16,2.88,12,4.87,2.52
CN,CN_通用设备,2025-01,10,81.82,46.22,12,4.73,2.93,12,4.5,2.52
CN,CN_通用设备,2025-02,10,90.83,47.57,12,5.23,3.04,12,5.15,2.62
CN,CN_通用设备,2025-03,10,99.66,46.38,12,5.27,2.94,12,4.96,2.52
CN,CN_通用设备,2025-04,11,130.93,39.29,12,4.6,2.77,12,4.74,2.12
CN,CN_通用设备,2025-05,11,131.5,40.56,12,4.9,2.92,12,5.04,2.35
CN,CN_通用设备,2025-06,11,139.6,44.23,12,3.93,3.06,12,5.2,2.4
CN,CN_通用设备,2025-07,11,140.56,47.19,12,4.0,3.16,12,5.21,2.41
CN,CN_通用设备,2025-08,11,148.2,43.02,12,4.31,3.15,12,5.53,2.66
CN,CN_通用设备,2025-09,11,76.33,41.01,12,3.7,3.07,12,5.23,2.66
CN,CN_通用设备,2025-10,11,90.8,35.84,12,3.88,3.31,12,5.34,2.81
CN,CN_通用设备,2025-11,11,84.56,35.04,12,3.83,3.19,12,5.3,2.61
CN,CN_通用设备,2025-12,11,88.63,44.01,12,4.05,3.58,12,5.47,3.02
CN,CN_通用设备,2026-01,11,87.62,42.19,12,4.13,3.55,12,5.64,2.79
CN,CN_通用设备,2026-02,11,90.52,44.58,12,4.37,3.63,12,5.89,3.11
CN,CN_通用设备,2026-03,11,96.6,49.97,12,3.83,3.06,12,5.29,2.63
CN,CN_通用设备,2026-04,12,104.1,68.13,12,3.99,3.25,12,3.49,2.81
CN,CN_通用设备,2026-05,10,78.81,53.63,13,5.13,3.04,13,3.92,3.61
CN,CN_通用设备,2026-06,10,81.52,57.09,13,5.23,2.71,13,3.88,3.17
CN,CN_非金属材料Ⅱ,2018-01,3,37.96,41.26,3,4.21,4.5,3,7.72,8.14
CN,CN_非金属材料Ⅱ,2018-02,3,37.49,41.79,3,4.11,4.33,3,7.56,8.49
CN,CN_非金属材料Ⅱ,2018-03,3,35.86,43.07,3,4.23,4.45,3,7.57,8.66
CN,CN_非金属材料Ⅱ,2018-04,3,34.52,40.84,3,4.09,4.05,3,7.45,8.97
CN,CN_非金属材料Ⅱ,2018-05,3,34.6,44.12,3,4.04,3.93,3,7.57,8.71
CN,CN_非金属材料Ⅱ,2018-06,3,30.52,38.77,3,3.55,3.43,3,6.71,7.61
CN,CN_非金属材料Ⅱ,2018-07,3,29.1,37.32,3,3.5,3.31,3,6.52,7.33
CN,CN_非金属材料Ⅱ,2018-08,3,28.4,33.98,3,3.41,3.2,3,6.46,6.93
CN,CN_非金属材料Ⅱ,2018-09,3,28.56,32.14,3,3.45,3.02,3,6.54,6.55
CN,CN_非金属材料Ⅱ,2018-10,3,23.87,24.41,3,3.0,2.41,3,5.75,5.32
CN,CN_非金属材料Ⅱ,2018-11,3,25.17,25.31,3,3.16,2.5,3,6.14,5.52
CN,CN_非金属材料Ⅱ,2018-12,3,25.57,27.46,3,3.19,2.71,3,6.2,5.99
CN,CN_非金属材料Ⅱ,2019-01,3,27.85,31.35,3,3.35,3.01,3,6.78,6.84
CN,CN_非金属材料Ⅱ,2019-02,3,31.53,37.07,3,3.91,3.56,3,7.59,8.08
CN,CN_非金属材料Ⅱ,2019-03,3,36.83,37.6,3,4.17,3.8,3,8.22,8.45
CN,CN_非金属材料Ⅱ,2019-04,3,37.13,37.64,3,3.62,3.2,3,7.05,7.19
CN,CN_非金属材料Ⅱ,2019-05,3,35.44,35.57,3,3.47,3.03,3,6.76,6.81
CN,CN_非金属材料Ⅱ,2019-06,3,33.08,31.81,3,3.26,2.99,3,6.4,6.73
CN,CN_非金属材料Ⅱ,2019-07,3,34.41,34.75,3,3.32,2.99,3,6.55,6.59
CN,CN_非金属材料Ⅱ,2019-08,3,36.02,39.38,3,3.27,3.28,3,6.54,7.15
CN,CN_非金属材料Ⅱ,2019-09,3,36.81,38.84,3,3.3,3.6,3,6.79,8.08
CN,CN_非金属材料Ⅱ,2019-10,3,38.01,37.83,3,3.27,3.34,3,6.77,7.47
CN,CN_非金属材料Ⅱ,2019-11,4,39.15,38.09,4,4.45,4.46,4,7.6,8.59
CN,CN_非金属材料Ⅱ,2019-12,4,48.4,47.91,4,3.95,4.32,4,9.3,11.49
CN,CN_非金属材料Ⅱ,2020-01,4,55.99,56.69,4,4.73,5.05,4,11.25,13.34
CN,CN_非金属材料Ⅱ,2020-02,4,57.66,58.38,4,5.03,5.41,4,11.82,13.89
CN,CN_非金属材料Ⅱ,2020-03,4,52.63,49.06,4,4.44,4.46,4,10.4,11.68
CN,CN_非金属材料Ⅱ,2020-04,4,57.48,54.27,4,5.07,5.22,4,11.76,13.78
CN,CN_非金属材料Ⅱ,2020-05,4,57.54,48.39,4,5.07,4.64,4,11.62,12.28
CN,CN_非金属材料Ⅱ,2020-06,4,68.73,62.69,4,5.92,5.74,4,14.21,15.86
CN,CN_非金属材料Ⅱ,2020-07,4,67.17,63.68,4,5.57,5.51,4,13.14,15.22
CN,CN_非金属材料Ⅱ,2020-08,4,65.62,54.14,4,5.74,5.34,4,13.08,14.26
CN,CN_非金属材料Ⅱ,2020-09,4,64.07,51.11,4,5.14,4.32,4,12.45,12.32
CN,CN_非金属材料Ⅱ,2020-10,4,59.76,43.19,4,5.38,4.19,4,12.17,11.4
CN,CN_非金属材料Ⅱ,2020-11,4,68.06,50.0,4,5.96,4.21,4,13.21,11.5
CN,CN_非金属材料Ⅱ,2020-12,5,51.87,41.84,5,4.62,4.18,5,10.39,10.97
CN,CN_非金属材料Ⅱ,2021-01,5,47.69,38.19,5,4.18,3.41,5,9.18,9.59
CN,CN_非金属材料Ⅱ,2021-02,6,44.85,36.57,6,4.27,3.36,6,8.5,7.12
CN,CN_非金属材料Ⅱ,2021-03,6,50.98,36.14,6,4.54,3.36,6,9.51,7.05
CN,CN_非金属材料Ⅱ,2021-04,7,42.3,32.17,7,4.76,4.1,7,9.31,8.98
CN,CN_非金属材料Ⅱ,2021-05,7,44.07,34.74,7,4.97,3.8,7,9.85,9.7
CN,CN_非金属材料Ⅱ,2021-06,7,43.02,35.08,7,4.49,4.17,7,9.43,11.26
CN,CN_非金属材料Ⅱ,2021-07,7,45.7,37.56,7,4.74,4.26,7,10.22,12.75
CN,CN_非金属材料Ⅱ,2021-08,7,50.56,38.12,7,5.39,3.52,7,10.96,12.96
CN,CN_非金属材料Ⅱ,2021-09,8,51.07,33.53,8,5.95,4.28,8,12.85,10.45
CN,CN_非金属材料Ⅱ,2021-10,8,51.75,32.39,8,6.93,4.6,8,14.04,10.22
CN,CN_非金属材料Ⅱ,2021-11,8,56.64,38.55,8,7.74,5.33,8,15.71,12.09
CN,CN_非金属材料Ⅱ,2021-12,9,54.67,44.11,9,6.71,3.18,9,14.08,10.68
CN,CN_非金属材料Ⅱ,2022-01,9,47.82,27.11,9,5.83,2.63,9,12.24,9.43
CN,CN_非金属材料Ⅱ,2022-02,9,52.72,28.15,9,6.7,2.65,9,13.44,9.79
CN,CN_非金属材料Ⅱ,2022-03,9,56.09,25.48,9,6.42,2.33,9,13.46,8.86
CN,CN_非金属材料Ⅱ,2022-04,9,48.16,24.58,9,5.96,1.95,9,11.42,7.58
CN,CN_非金属材料Ⅱ,2022-05,9,58.36,28.62,9,6.84,2.34,9,13.25,9.07
CN,CN_非金属材料Ⅱ,2022-06,9,63.83,29.22,9,7.54,3.37,9,15.23,9.26
CN,CN_非金属材料Ⅱ,2022-07,9,70.42,29.55,9,8.62,3.51,9,17.39,9.36
CN,CN_非金属材料Ⅱ,2022-08,9,60.6,33.11,9,7.86,3.11,9,14.33,8.86
CN,CN_非金属材料Ⅱ,2022-09,9,59.52,32.36,9,5.44,2.35,9,13.58,8.11
CN,CN_非金属材料Ⅱ,2022-10,9,58.57,32.22,9,5.44,2.33,9,11.89,8.52
CN,CN_非金属材料Ⅱ,2022-11,9,60.42,35.9,9,5.55,2.63,9,12.09,9.57
CN,CN_非金属材料Ⅱ,2022-12,9,55.42,32.56,9,5.3,2.26,9,11.6,8.53
CN,CN_非金属材料Ⅱ,2023-01,9,57.69,34.86,9,5.22,2.61,9,12.33,10.03
CN,CN_非金属材料Ⅱ,2023-02,9,61.75,35.59,9,5.53,2.73,9,12.83,10.48
CN,CN_非金属材料Ⅱ,2023-03,9,57.02,30.55,9,4.9,2.47,9,10.91,9.71
CN,CN_非金属材料Ⅱ,2023-04,9,51.47,25.56,9,4.56,2.21,9,9.42,9.22
CN,CN_非金属材料Ⅱ,2023-05,10,56.3,24.27,10,4.29,2.12,10,8.7,5.95
CN,CN_非金属材料Ⅱ,2023-06,11,49.37,23.03,11,3.62,1.5,11,8.04,3.09
CN,CN_非金属材料Ⅱ,2023-07,11,50.05,21.49,11,3.56,1.63,11,7.84,2.85
CN,CN_非金属材料Ⅱ,2023-08,11,51.4,23.08,11,3.41,1.5,11,7.19,2.67
CN,CN_非金属材料Ⅱ,2023-09,10,54.29,22.92,11,3.49,1.56,11,7.23,2.71
CN,CN_非金属材料Ⅱ,2023-10,10,56.47,22.25,11,3.27,1.52,11,7.17,2.7
CN,CN_非金属材料Ⅱ,2023-11,10,62.73,22.92,11,3.58,1.68,11,7.9,3.17
CN,CN_非金属材料Ⅱ,2023-12,10,67.49,22.05,11,3.72,1.76,11,8.15,4.01
CN,CN_非金属材料Ⅱ,2024-01,10,53.17,18.22,11,2.8,1.28,11,6.26,2.9
CN,CN_非金属材料Ⅱ,2024-02,10,55.84,18.96,11,3.01,1.4,11,6.65,2.89
CN,CN_非金属材料Ⅱ,2024-03,10,52.18,22.18,11,2.98,1.66,11,6.7,2.74
CN,CN_非金属材料Ⅱ,2024-04,10,45.11,23.63,11,2.94,1.64,11,6.43,2.62
CN,CN_非金属材料Ⅱ,2024-05,10,42.71,23.49,11,2.77,1.49,11,6.11,2.57
CN,CN_非金属材料Ⅱ,2024-06,10,41.98,22.2,11,2.64,1.34,11,5.87,2.45
CN,CN_非金属材料Ⅱ,2024-07,10,42.28,20.07,11,2.73,1.33,11,5.76,2.43
CN,CN_非金属材料Ⅱ,2024-08,10,47.44,26.65,11,2.67,1.26,11,5.57,2.09
CN,CN_非金属材料Ⅱ,2024-09,9,55.07,36.33,11,2.96,1.47,11,6.42,2.47
CN,CN_非金属材料Ⅱ,2024-10,9,62.47,41.05,11,3.09,1.4,11,6.99,3.11
CN,CN_非金属材料Ⅱ,2024-11,8,58.92,34.76,11,3.19,2.46,11,7.0,5.73
CN,CN_非金属材料Ⅱ,2024-12,8,52.69,40.29,11,3.0,1.78,11,6.95,3.53
CN,CN_非金属材料Ⅱ,2025-01,8,52.37,37.5,11,2.93,1.62,11,6.67,3.33
CN,CN_非金属材料Ⅱ,2025-02,8,52.73,38.14,11,3.03,1.83,11,6.9,4.72
CN,CN_非金属材料Ⅱ,2025-03,8,53.61,37.3,11,2.95,1.72,11,6.74,4.32
CN,CN_非金属材料Ⅱ,2025-04,9,86.73,39.83,11,2.95,1.73,11,7.58,4.94
CN,CN_非金属材料Ⅱ,2025-05,9,85.21,42.73,11,2.91,2.01,11,7.51,5.34
CN,CN_非金属材料Ⅱ,2025-06,9,89.92,45.89,11,3.33,3.22,11,8.35,6.3
CN,CN_非金属材料Ⅱ,2025-07,9,91.57,53.49,11,3.46,2.71,11,8.53,5.71
CN,CN_非金属材料Ⅱ,2025-08,9,101.29,53.3,11,3.59,2.66,11,9.14,6.02
CN,CN_非金属材料Ⅱ,2025-09,9,98.6,55.02,11,3.46,2.79,11,8.99,5.79
CN,CN_非金属材料Ⅱ,2025-10,9,147.46,53.6,11,3.55,2.92,11,9.59,6.41
CN,CN_非金属材料Ⅱ,2025-11,9,138.44,54.55,11,3.38,2.36,11,9.42,5.59
CN,CN_非金属材料Ⅱ,2025-12,9,137.34,73.29,11,4.04,2.74,11,10.02,5.31
CN,CN_非金属材料Ⅱ,2026-01,9,144.38,70.69,11,4.23,3.22,11,10.46,5.52
CN,CN_非金属材料Ⅱ,2026-02,9,158.31,62.11,11,4.5,3.29,11,11.38,5.9
CN,CN_非金属材料Ⅱ,2026-03,8,119.18,62.42,11,4.46,2.7,11,10.26,4.87
CN,CN_非金属材料Ⅱ,2026-04,7,76.34,50.83,11,4.89,2.61,11,11.44,5.84
CN,CN_非金属材料Ⅱ,2026-05,7,97.05,48.61,11,5.83,3.42,11,14.0,5.28
CN,CN_非金属材料Ⅱ,2026-06,8,116.95,61.35,12,7.52,3.95,12,16.42,7.82
HK,HK_中医药,2017-01,0,,,0,,,0,,
HK,HK_中医药,2017-02,0,,,0,,,0,,
HK,HK_中医药,2017-03,0,,,0,,,0,,
HK,HK_中医药,2017-04,0,,,0,,,0,,
HK,HK_中医药,2017-05,0,,,0,,,0,,
HK,HK_中医药,2017-06,0,,,0,,,0,,
HK,HK_中医药,2017-07,0,,,2,1.69,1.69,0,,
HK,HK_中医药,2017-08,0,,,2,1.74,1.74,0,,
HK,HK_中医药,2017-09,0,,,2,1.57,1.57,0,,
HK,HK_中医药,2017-10,0,,,2,1.69,1.69,0,,
HK,HK_中医药,2017-11,0,,,2,1.43,1.43,0,,
HK,HK_中医药,2017-12,0,,,2,1.0,1.0,0,,
HK,HK_中医药,2018-01,0,,,2,2.17,2.17,0,,
HK,HK_中医药,2018-02,0,,,2,1.83,1.83,0,,
HK,HK_中医药,2018-03,0,,,2,1.73,1.73,0,,
HK,HK_中医药,2018-04,4,16.59,21.36,6,1.64,2.11,0,,
HK,HK_中医药,2018-05,4,24.58,24.26,6,2.62,2.66,0,,
HK,HK_中医药,2018-06,4,22.81,22.41,6,2.4,2.35,0,,
HK,HK_中医药,2018-07,5,17.92,19.27,7,3.08,2.14,0,,
HK,HK_中医药,2018-08,5,17.96,18.93,7,3.13,2.38,0,,
HK,HK_中医药,2018-09,5,17.79,18.48,7,3.1,1.98,0,,
HK,HK_中医药,2018-10,5,15.9,17.23,7,2.89,1.84,0,,
HK,HK_中医药,2018-11,5,16.37,18.03,7,2.98,1.93,0,,
HK,HK_中医药,2018-12,5,14.5,15.61,7,2.84,1.79,0,,
HK,HK_中医药,2019-01,5,16.11,17.31,7,2.89,1.89,0,,
HK,HK_中医药,2019-02,5,16.24,17.89,7,3.13,1.92,0,,
HK,HK_中医药,2019-03,5,17.2,17.31,7,3.65,1.71,0,,
HK,HK_中医药,2019-04,5,17.3,17.63,7,2.11,1.38,0,,
HK,HK_中医药,2019-05,5,15.46,16.04,7,1.87,1.2,0,,
HK,HK_中医药,2019-06,5,14.08,15.05,7,1.71,1.14,0,,
HK,HK_中医药,2019-07,6,11.82,13.0,7,1.64,1.04,0,,
HK,HK_中医药,2019-08,6,15.27,12.29,7,2.13,1.07,0,,
HK,HK_中医药,2019-09,6,13.77,10.95,7,1.94,1.06,0,,
HK,HK_中医药,2019-10,6,14.08,11.44,7,1.92,1.03,0,,
HK,HK_中医药,2019-11,6,12.34,10.41,7,1.67,1.02,0,,
HK,HK_中医药,2019-12,6,13.3,11.72,7,1.83,1.11,0,,
HK,HK_中医药,2020-01,6,13.94,11.05,7,1.98,1.07,0,,
HK,HK_中医药,2020-02,6,13.14,11.86,7,1.78,1.22,0,,
HK,HK_中医药,2020-03,6,10.35,9.94,7,1.43,1.04,0,,
HK,HK_中医药,2020-04,7,13.35,9.87,8,1.22,0.75,0,,
HK,HK_中医药,2020-05,7,12.41,9.37,8,1.12,0.74,0,,
HK,HK_中医药,2020-06,7,13.14,10.97,8,1.22,0.86,0,,
HK,HK_中医药,2020-07,6,14.77,11.82,7,1.31,1.05,0,,
HK,HK_中医药,2020-08,7,12.89,9.61,8,1.15,0.71,0,,
HK,HK_中医药,2020-09,7,12.38,9.39,8,1.1,0.68,0,,
HK,HK_中医药,2020-10,7,13.46,8.91,8,1.16,0.64,0,,
HK,HK_中医药,2020-11,6,20.0,11.41,7,1.66,1.0,0,,
HK,HK_中医药,2020-12,6,16.91,10.64,7,1.41,0.86,0,,
HK,HK_中医药,2021-01,7,15.39,10.4,8,2.35,1.04,0,,
HK,HK_中医药,2021-02,8,17.68,13.17,9,2.4,1.32,0,,
HK,HK_中医药,2021-03,8,17.4,13.43,9,2.4,1.32,0,,
HK,HK_中医药,2021-04,8,15.29,13.06,9,1.95,1.12,0,,
HK,HK_中医药,2021-05,8,17.73,16.14,9,2.21,1.48,0,,
HK,HK_中医药,2021-06,8,16.1,15.96,9,2.02,1.41,0,,
HK,HK_中医药,2021-07,7,17.73,13.84,9,1.67,1.07,0,,
HK,HK_中医药,2021-08,7,16.36,14.16,9,1.59,0.95,0,,
HK,HK_中医药,2021-09,7,16.41,13.18,9,1.54,1.04,0,,
HK,HK_中医药,2021-10,7,15.91,13.01,9,1.47,0.97,0,,
HK,HK_中医药,2021-11,8,12.46,12.71,10,1.27,0.85,0,,
HK,HK_中医药,2021-12,7,16.41,15.01,9,1.64,1.38,0,,
HK,HK_中医药,2022-01,7,14.59,13.07,9,1.53,1.2,0,,
HK,HK_中医药,2022-02,7,13.99,12.83,9,1.39,1.18,0,,
HK,HK_中医药,2022-03,7,13.12,11.77,9,1.3,1.08,0,,
HK,HK_中医药,2022-04,7,16.9,12.69,9,1.09,1.09,0,,
HK,HK_中医药,2022-05,7,16.03,12.29,9,0.99,1.05,0,,
HK,HK_中医药,2022-06,7,17.26,14.53,9,1.14,1.11,0,,
HK,HK_中医药,2022-07,7,15.06,11.86,9,0.97,0.98,0,,
HK,HK_中医药,2022-08,7,15.71,11.96,9,0.97,1.01,0,,
HK,HK_中医药,2022-09,7,14.04,9.51,9,0.84,0.81,0,,
HK,HK_中医药,2022-10,7,13.38,8.47,9,0.83,0.83,0,,
HK,HK_中医药,2022-11,7,15.88,10.96,9,0.98,0.96,0,,
HK,HK_中医药,2022-12,7,21.0,12.18,9,1.13,0.92,0,,
HK,HK_中医药,2023-01,7,19.67,12.78,9,1.12,0.95,0,,
HK,HK_中医药,2023-02,7,19.32,12.13,9,1.1,1.0,0,,
HK,HK_中医药,2023-03,7,22.13,15.31,9,1.21,1.01,0,,
HK,HK_中医药,2023-04,8,14.7,12.94,11,1.15,0.84,0,,
HK,HK_中医药,2023-05,8,14.53,11.36,11,1.1,0.91,0,,
HK,HK_中医药,2023-06,8,15.07,12.15,11,1.09,0.93,0,,
HK,HK_中医药,2023-07,8,11.6,11.24,11,1.07,0.87,0,,
